Accession,Gene Symbol
Q9WU03,Spint2
Q9WUM5,Suclg1
A0A0G2JG46,Traj18
A0A0G2JG88,Traj48
A0A0U1RNX7,Or4k2
A0A1B0GS01,Pvrig
A0A286YD83,Smim43
A0A2I3BRL8,Gm7324
A0A3B2W422,Vmn2r54
A0A991EQU4,Cyp2d13
A2A891,Camta1
A2APQ6,Gm13030
A2ARR7,Gm14412
A2AU72,Armc3
A2BE20,Zfp973
A2RTF1,Catsperb
B2RVY8,Or10ak12
B9EK06,Exoc1l
B9EKI3,Tmf1
E9Q861,C2cd4a
E9Q8D0,Dnajc21
E9Q8M2,Or10aa3
G3UWA8,Qrfprl
J3QPU5,Ccer2
K7N747,Vmn2r109
O35326,Srsf5
O54990,Prom1
O89001,Cpd
O89079,Cope
P0CG14,Derpc
P11152,Lpl
P27870,Vav1
P47740,Aldh3a2
P47911,Rpl6
P48346,Il15
P58466,Ctdsp1
P70274,Selenop
P70275,Sema3e
Q06507,Atf4
Q08122,Tle3
Q0VGU4,Vgf
Q2EG98,Pkd1l3
Q3URE9,Lingo2
Q3UZY6,Zfp956
Q5RJH6,Smg7
Q5SUE7,Adad1
Q5SVL9,Prl2c1
Q5SVR0,Tbc1d9b
Q61079,Sim2
Q61239,Fnta
Q61301,Ctnna2
Q64442,Sord
Q6A0A2,Larp4b
Q6GUQ1,Egfl8
Q6PZE0,Muc19
Q6ZQ08,Cnot1
Q71MR7,Fpr-rs7
Q791N7,Polr1h
Q7TPQ9,Arrdc3
Q80UM3,Naa15
Q80X53,Ccdc116
Q8BFZ4,Fbxl21
Q8BGF0,AW551984
Q8BGN2,D3Ertd751e
Q8BHC9,Fut11
Q8BLY7,Hps6
Q8BWB1,Synpo2l
Q8BX20,Eif1ad7
Q8CID0,Kat14
Q8K129,Ctxn1
Q8K273,Mmgt1
Q8K4Z0,Lgi2
Q8R070,Slc37a1
Q8VFH6,Or6c202
Q8VG08,Or5p72
Q8VGK4,Or1j16
Q8VI40,Trim60
Q91VU0,Fam3c
Q91VU6,Dcaf11
Q91XY0,Pcdhga8
Q91YR5,Mettl13
Q91Z49,Fyttd1
Q91Z67,Srgap2
Q924N4,Slc12a6
Q99020,Hnrnpab
Q99LT0,Dpy30
Q99ME9,Gtpbp4
Q9CWX4,Rpusd4
Q9CZ29,Zfp773
Q9D4F8,Tubgcp4
Q9D780,Slamf9
Q9DA80,Rsph3b
Q9DB29,Iah1
Q9EPA7,Nmnat1
Q9JK37,Myoz1
Q9JMF3,Gng13
Q9QYB2,Dach1
Q9R0L9,Cd164
Q9R0N7,Syt7
Q9Z172,Sumo3
Q9Z1Q4,Ly6g6c
Q9Z2E5,Atoh7
A0A0B4J1H5,Trbv20
A0A0B4J1I4,Igkv4-72
A0A1Y7VN40,Spata31e1
A0A2I3BQS8,Gm55359
A0A571BEG0,Mroh5
A0A9L6KE70,Cypt2
A2A8Q4,Zfp982
B2RRD7,Brpf1
B2RUR4,Kprp
E9PWY5,Tmem217b
E9Q166,Atad2b
E9Q7E4,Prb1c
E9Q9N3,Vmn1r152
F7B5D6,Npw
G3XA23,Saxo5
G5E8G1,Vmn1r12
O35176,Scgb1b2
O54905,B3galt2
O54982,Kcnu1
O70194,Eif3d
O70622,Rtn2
O88738,Birc6
P04351,Il2
P09056,Lif
P09079,Hoxb5
P0C6B7,Igsf6
P12388,Serpinb2
P13808,Slc4a2
P14220,Gypa
P49813,Tmod1
P62911,Rpl32
P70295,Aup1
P97473,Tarbp2
P97497,Shbg
Q02739,Gjb5
Q0VG18,Smim24
Q3TB92,Milr1
Q3U0B3,Dhrs11
Q3U827,Rnf180
Q3UMT1,Ppp1r12c
Q3UNV2,Cyp2j11
Q3V0Y1,Ppp4r3c1
Q3V290,Gm10775
Q5F2E7,Nufip2
Q5SV77,Ggnbp2
Q61011,Gnb3
Q61475,Cd55
Q61555,Fbn2
Q64FW2,Retsat
Q69Z66,Mysm1
Q6PIC6,Atp1a3
Q7TR04,Or4c114
Q7TRJ5,Or10al3
Q7TRP3,Or52e18
Q80VJ3,Dnph1
Q80XL6,Acad11
Q8BHE8,Maip1
Q8BHG1,Nrdc
Q8BI22,Cep128
Q8BM85,Tbck
Q8BMF3,Me3
Q8BR90,Rimoc1
Q8BXX2,Zbtb49
Q8CB62,Cntrob
Q8CF27,Fam24a
Q8CFU0,Tmem198b
Q8CHW4,Eif2b5
Q8JZK9,Hmgcs1
Q8JZP9,Gas2l1
Q8R0K9,E2f4
Q8R271,Vmn1r219
Q8R2R9,Ap3m2
Q8VC48,Pex12
Q8VEU1,Or6c211
Q8VF85,Or4f6
Q8VFI3,Or6c3b
Q8VGC7,Or8k16
Q8VI84,Noc3l
Q8VIH1,Nobox
Q91ZR1,Rab4b
Q91ZR2,Snx18
Q99JA4,Cysltr1
Q99LM9,Tada1
Q9CPW3,Mrpl54
Q9CVI2,Fam133b
Q9CWE0,Mtfr1l
Q9CY66,Gar1
Q9D149,Lce1b
Q9D263,Spint4
Q9D6X6,Prss23
Q9D701,Upk3bl1
Q9D9N8,Pradc1
Q9ER74,Sall1
Q9JJQ0,Pigb
Q9QZI8,Serinc1
Q9R0M0,Celsr2
Q9R210,Tfeb
Q9Z0I7,Slfn1
Q9Z0S2,Lhx2
W4VSP0,Or10al6
A0A075B663,Iglv1
A0A0A6YW67,Gm8797
A0A0U1RPM1,Btnl12
A0A1L1SRD7,Or4p4
A0A1W2P738,Gm6993
A0A2I3BPG7,Vmn1r81
A0A494BA31,Slc4a9
A0A5F8MPM5,Nfilz
A2AGW8,Pramel24
A2AKK5,Acnat1
A2AUA4,Or4c12b
D3Z6A3,Ism2
E9Q2Y0,Eid2b
E9Q6L7,Gsta5
G3UWB8,S100a7l2
G5E8W5,Gm5916
M0QW51,Gm17078
O08640,Krtap14
O09117,Sypl1
O88551,Cldn1
O88552,Cldn2
P01863,Ighg
P09103,P4hb
P17717,Ugt2b17
P19070,Cr2
P29391,Ftl1
P35550,Fbl
P42866,Oprm1
P52332,Jak1
P53395,Dbt
P58459,Adamts10
P59017,Bcl2l13
P61027,Rab10
P63239,Pcsk1
P70174,Hrh1
P97292,Hrh2
P97784,Cry1
Q02614,Sap30bp
Q0VBD0,Itgb8
Q3TIV5,Zc3h15
Q3U3Q1,Ulk3
Q3UAW9,Brf2
Q3UPL0,Sec31a
Q5HZI1,Mtus1
Q5XG67,Fbxw22
Q60595,Xlr3a
Q60648,Gm2a
Q60756,Tcf15
Q61114,Bpifb1
Q61176,Arg1
Q61578,Fdxr
Q61751,Znf354a
Q64731,Foxl1
Q69Z26,Cntn4
Q6GU68,Islr
Q6NXI6,Rprd2
Q6P3A9,Arl11
Q6RHW0,Krt9
Q6T264,Maml1
Q80SW1,Ahcyl1
Q80V94,Ap4e1
Q80W15,Igfbpl1
Q80YR4,Znf598
Q8BFV3,Dusp4
Q8BHX1,Haus1
Q8BNT5,A830031A19Rik
Q8BS54,Zmym6
Q8BW22,Ss18l1
Q8C0X2,Slc9b1
Q8C206,Gpr157
Q8C996,Tmem163
Q8CFE2,Hpf1
Q8K368,Fanci
Q8K3U4,Defb36
Q8K485,Kctd11
Q8QZV7,IntS13
Q8R289,Vmn1r75
Q8R3F9,Tut1
Q8VCH9,Lrrc3b
Q8VF59,Or5an9
Q8VFS6,Or2a56
Q8VFZ3,Or5e1
Q8VGX5,Or7a36
Q91WQ5,Taf5l
Q91XL9,Osbpl1a
Q91XX9,Pcdhga9
Q99KG3,Rbm10
Q9CQ89,Cuta
Q9CQG9,Tmem100
Q9CQM5,Txndc17
Q9CZ04,Cops7a
Q9D2S4,Spaca7
Q9D5W8,Tex47
Q9D771,Pacc1
Q9DBX3,Susd2
Q9JJR5,Akip1
Q9QZM9,Fbxo16
Q9R1Q7,Plp2
Q9R1V6,Adam22
Q9Z104,Hmg20b
A0A087WR34,Gm20379
A0A1B0GQX3,Ctxnd2
A0A1B0GRK0,Gm45521
A2A472,Tox2
A2BG91,Gm14295
A2RSX7,Tyw5
B1AVH7,Tbc1d2
B1B0R2,Spin2d
E9Q4J9,Adgrf2
E9Q848,Or10k2
E9Q9P5,Gm3127
G5E869,Znf142
K7N749,Gm8229
L7N269,Vmn2r57
L7N2D8,Vmn2r71
O19442,H2-M9
O35166,Gosr2
O35565,Fgf10
O54897,Gpr27
O88319,Ntsr1
P00848,Mtatp6
P01635,Igkv12-41
P04443,Hbb-bh0
P13438,Tpbpa
P19123,Tnnc1
P35173,Stfa3
P48379,Rfx2
P56384,Atp5mc3
P70378,Fgf11
P97926,Oxtr
Q0VGT2,Gli2
Q3TTN6,1700010I14Rik
Q3U145,Tmem64
Q3U182,Crtc2
Q3U5C8,Arhgef16
Q3UVY5,Pcnx4
Q3UW26,Bsph1
Q505G8,Znf827
Q5NC55,Or5af2
Q5UAK0,Mier1
Q61312,Tfap2c
Q61941,Nnt
Q641P0,Actr3b
Q64331,Myo6
Q6IR42,Zcwpw1
Q6PCS8,Zbtb40
Q6R0H7,Gnas
Q6XPS7,Tha1
Q6YGZ1,Hpse
Q7TQS3,Or10v9
Q7TR24,Or5d43
Q7TRA7,Or8g52
Q7TS06,Or14a257
Q7TSC1,Prrc2a
Q8BGR8,Gskip
Q8BHC0,Lyve1
Q8BLV3,Slc9a7
Q8BP48,Metap1
Q8BPG6,Sumf2
Q8BPN8,Dmxl2
Q8BQH6,Cdcp2
Q8BW56,Gtdc1
Q8BX51,Sgcz
Q8BXV2,Bri3bp
Q8C525,Mb21d2
Q8C898,Sp140l2
Q8K088,Zbtb6
Q8K3I4,Myrip
Q8K4F6,Nsun5
Q8R090,Slc18a1
Q8R0F3,Sumf1
Q8R255,Vmn1r87
Q8R258,Vmn1r193
Q8R507,Fktn
Q8VDZ4,Zdhhc5
Q8VFG1,Or5d41
Q8VFT5,Or4n4
Q8VG62,Or4b12
Q91Y47,F11
Q91ZW9,Cd209c
Q920F6,Smc1b
Q924I3,Ackr4
Q99J93,Ifitm2
Q99N28,Cadm3
Q9CQ24,Fbxo36
Q9CQW9,Ifitm3
Q9CQY9,Ndufc1
Q9CX53,Gemin6
Q9CZN7,Shmt2
Q9D084,Cenps
Q9D1I6,Mrpl14
Q9D952,Evpl
Q9D9T0,Dydc1
Q9DAV8,Prl8a1
Q9DBI2,Bbs10
Q9EPQ7,Stard5
Q9ER60,Scn4a
Q9JM71,Klk1b27
Q9QZL6,Usp21
Q9WTR2,Map3k6
A0A0G2JF09,Trav12d-2
A0A3Q4EGK1,Gm50092
A0A571BGF1,Zfp997
A0AA74KT89,Gm8220
A0AA74KUN0,Gm14288
A2APY7,Ndufaf5
B0F2B4,Nlgn4l
B9EKR1,Ptprz1
F6TEE5,Gm10135
F7CWA7,Gm11009
J3QK59,Gm6176
O09173,Hgd
O70576,Stag3
P06537,Nr3c1
P08003,Pdia4
P11672,Lcn2
P17125,Tgfb3
P22005,Penk
P23804,Mdm2
P28843,Dpp4
P34914,Ephx2
P47801,Emp1
P52734,Fgd1
P53690,Mmp14
P56477,Irf5
P56844,Tcl1b4
P59470,Polr3b
P61807,Snn
P83510,Tnik
Q05A45,Or4k15b
Q0P543,Gipr
Q2PZL6,Fat4
Q2VPA6,Helq
Q3HNM7,Insc
Q3UA37,Qrich1
Q3UK78,Pcgf5
Q3ULM6,Uspl1
Q3URU2,Peg3
Q3UX62,Odad1
Q3UY23,Fdxacb1
Q3V089,Rbm44
Q5DTM8,Rnf20
Q5EG47,Prkaa1
Q5SPH3,4930438A08Rik
Q5SSK3,Tefm
Q60888,Or10d1b
Q62048,Pea15
Q62084,Ppp1r14b
Q62392,Phlda1
Q6P3A4,Vsig8
Q6YCH1,Tdpoz5
Q6ZWY6,Ube2d2b
Q7TML3,Slc35f2
Q7TNI2,Tmem59l
Q7TQI8,Tspyl2
Q80XD9,Clec2e
Q8BFZ1,Tecrl
Q8BG09,Tmem184b
Q8BGX4,Ofcc1
Q8BU31,Rap2c
Q8BUY8,Gprasp2
Q8C0L9,Gpcpd1
Q8CEK7,Fate1
Q8CHJ2,Aqp12
Q8CI51,Pdlim5
Q8CJ53,Trip10
Q8R0P4,Aamdc
Q8R1C3,Vopp1
Q8VFP3,Or12k7
Q8VFQ9,Or5w15
Q8VG38,Or5aq1
Q91V92,Acly
Q91VR2,Atp5f1c
Q91W94,Zfp65
Q91WU5,As3mt
Q91Y57,Siglec12
Q91YW3,Dnajc3
Q91ZE9,Bmf
Q91ZH7,Abhd3
Q921P9,Tceal1
Q9CQ13,Coprs
Q9CQ45,Nenf
Q9CQS9,Haus2
Q9CQW2,Arl8b
Q9CR23,Tmem9
Q9D0K0,Tbc1d7
Q9D4E6,Pabpc6
Q9D618,Kbtbd12
Q9D665,Sdr42e1
Q9D6I3,Pfn4
Q9D6P8,Calml3
Q9D6T1,Tube1
Q9D868,Ppih
Q9D991,1700123K08Rik
Q9D9Z1,Knstrn
Q9DAN9,Cfap97d1
Q9ERK9,P2ry6
Q9JIB4,Gtf2h2
Q9Z0V2,Kcnd2
Q9Z1N5,Ddx39b
A0A087WNM4,Gm21854
A0A0B4J1P2,Trbj2-5
A0A0G2JFM0,Traj38
A0ABA7IXC7,N/A
A2AF31,Tmsb15b2
A2BE32,Vmn2r121
A8DUK4,Hbb-bs
B7ZNG0,Kif7
E0CXI6,Spopfm3
E9PYD7,Kbtbd6
E9Q0A8,Krtap20-2
G3UXE9,H2-T5
L7N456,Pramel40
M0QWD8,Gm10267
O08575,Eya2
O09174,Amacr
O35600,Abca4
O54824,Il16
O88487,Dync1i2
O88509,Dnmt3b
O88689,Pcdha4
O88908,Soat2
P01646,N/A
P01649,N/A
P01661,N/A
P01664,N/A
P01666,N/A
P01679,N/A
P01729,N/A
P01735,N/A
P01738,N/A
P01795,N/A
P01798,N/A
P01799,N/A
P01801,N/A
P01804,N/A
P01853,N/A
P04214,N/A
P04944,N/A
P09026,Hoxb3
P10076,Zfp26
P11031,Sub1
P13504,Il1r1
P15948,Klk1b22
P18528,N/A
P18530,N/A
P19973,Lsp1
P26516,Psmd7
P27090,Tgfb2
P34821,Bmp8a
P38644,N/A
P41163,Etv2
P46978,Stt3a
P48432,Sox2
P48455,Ppp3cc
P50704,Defa6
P83855,N/A
P97822,Anp32e
Q3UHK1,Slc2a13
Q3V3E1,Ubash3a
Q3V3W4,Zbtb2
Q4ZJM9,C1ql4
Q5GLZ0,Cyp2c66
Q5SV42,Serpinb1c
Q62108,Dlg4
Q6P1D7,Slx4
Q7TPM6,Fsd1
Q7TRJ0,Or14j8
Q8BFS8,ZNF418
Q8BG02,Ppp2r2c
Q8BJZ3,Tmbim1
Q8BMQ2,Gtf3c4
Q8BVM9,Phf11a
Q8BXG3,Ift57
Q8K284,Gtf3c1
Q8K409,Polb
Q8R2U7,Lrrc42
Q8VFX8,Or3a1c
Q8VGL9,Or13a25
Q91V82,Defb8
Q91W36,Usp3
Q91WC3,Acsl6
Q91WV0,Dr1
Q924T2,Mrps2
Q99K10,Nlgn1
Q99MQ4,Aspn
Q9CQD0,Rpl39l
Q9CZY3,Ube2v1
Q9D1Y9,Shisal2b
Q9DB20,Atp5po
Q9DBB1,Dusp6
Q9EQC7,Fstl3
Q9EQC8,Prcc
Q9ERR1,Ndel1
Q9ES61,Ms4a4b
Q9JI75,Nqo2
Q9JII5,Dazap1
Q9JM58,Crlf1
Q9WU22,Ptpn4
Q9Z1X2,Ptdss2
A0A075B5J6,Gm20730
A0A0G2JDG3,Traj12
A0A140T8M2,Igkv12-44
A0A1D5RM70,Potefam3f
A0AAQ4VMX2,C4a
A2AWL7,Mga
B1AUC7,Arhgap36
E9Q1C1,Vmn2r118
E9Q3P4,Cenpf
E9Q7U0,Kcnmb3
E9QLQ1,Defa35
O35613,Daxx
O88572,Lrp6
P01587,Csf2
P0C5I1,Gpr25
P0DN83,Strit1
P10761,Zp3
P11499,Hsp90ab1
P14429,H2-Q7
P16110,Lgals3
P25444,Rps2
P52019,Sqle
P58682,Tlr8
P70190,Capza3
P70195,Psmb7
P70284,Tgif1
P97325,St3gal3
P97492,Rgs14
Q06348,Prrx2
Q07968,F13b
Q0VBF8,Stum
Q149S1,Tekt4
Q14DL0,Ubqlnl
Q3TS87,Degs1l
Q3TYX2,Lrrn4cl
Q3U0A6,Hbq1b
Q3ULB0,Rbm6
Q3UV71,Tmtc1
Q50L41,Pla2g4f
Q5NC48,Gm12253
Q60769,Tnfaip3
Q61183,Papola
Q62261,Sptbn1
Q64285,Cel
Q68FE8,Znf280d
Q6PDS0,Vstm2l
Q6PDY0,Ccdc85b
Q6ZPL9,Ddx55
Q78WH7,Camk2n2
Q78Y72,Ceacam14
Q78ZA7,Nap1l4
Q7TT50,Cdc42bpb
Q80UG2,Plxna4
Q80WR1,Tspan18
Q812A3,Ankrd23
Q8BFY6,Pef1
Q8BG28,B3galnt2
Q8BJ83,Tm2d3
Q8BVB5,Defb42
Q8C3Q5,Shisa7
Q8C6I2,Sdhaf2
Q8CB76,Zfp449
Q8CCB4,Vps53
Q8CFY5,Cox10
Q8K021,Scamp1
Q8K1D8,Enho
Q8K2F8,Lsm14a
Q8K304,Tmem129
Q8K4Z5,Sf3a1
Q8VBU8,Banp
Q8VCD5,Med17
Q8VCE6,Nt5m
Q8VDD9,Phip
Q8VGK7,Or1j14
Q8VGP1,Or4a47
Q91VC4,Plvap
Q91YD1,Gjd3
Q91YY5,Slco1a5
Q9CPW7,Zmat2
Q9CQH1,Teddm3
Q9CQY7,Mmd
Q9CRB3,Urah
Q9CZD5,Mtif3
Q9D0P5,Pygo1
Q9D1H6,Ndufaf4
Q9D6Y7,Msra
Q9D7W5,Med8
Q9D9Y7,Ms4a19
Q9DAJ2,Tekt1
Q9DBA8,Amdhd1
Q9EQB7,Or8g36
Q9EQN3,Tsc22d4
Q9ERQ8,Ca7
Q9ET35,Tnfrsf13b
Q9JHG2,Rcan2
Q9JLL3,Tnfrsf19
Q9JM73,Srf
Q9QZ39,St6galnac1
Q9WVB2,Tle2
Q9Z262,Cldn6
A0A075B5W7,Ighv1-56
A0A075B639,Trav6-7-dv9
A0A075B6B1,Trav14n-1
A0A140LIW0,Cc2d2b
A0A140LJF5,Or5p61
A0A286YCH8,Gm47985
A0A5F8MPP0,Plekhg1
A2A591,Krtap3-1
A2AFH2,Ube2dnl2
A2APZ1,1700001O22Rik
A3KGW5,Cercam
A6BLY7,Krt28
B2RS76,Cpb1
B2RV46,Spata6l
B7ZC55,Apol6
D2J0Y4,D7Ertd443e
E0CYV9,N/A
E9PX14,Ccdc152
E9Q5M9,Zfp688
F6YQT7,Lipi
G3X9P6,Obox5
J3QK64,Krtap12-20
O08585,Clta
O88745,Scrg1
O89019,Invs
P05063,Aldoc
P05480,Src
P23336,Ggta1
P41230,Kdm5c
P59266,Fitm2
P59326,Ythdf1
P70697,Urod
P97295,Npy2r
Q04891,Sox13
Q3KNY0,Igfn1
Q3TKR2,Xlr4c
Q3U7U4,N/A
Q3V0H9,4930596D02Rik
Q501J2,Antkmt
Q5XF89,Atp13a3
Q60936,Coq8a
Q61539,Esrrb
Q64514,Tpp2
Q67FY2,Bcl9l
Q6GV12,Kdsr
Q6P1Y1,Rtl3
Q6P3Y9,Podnl1
Q6P8X1,Snx6
Q6ZQ12,Ninl
Q7TRF6,Or7e165
Q80VN4,Zfp729b
Q80X72,Lrrc15
Q810B8,Slitrk4
Q8BG31,Vxn
Q8BGT8,Phyhipl
Q8BI84,Mia3
Q8BLE2,Mcf2
Q8BML9,Qars1
Q8BTY8,Scfd2
Q8C147,Dock8
Q8CDL9,Ccdc87
Q8CFB4,Gbp5
Q8CGV8,Mmp28
Q8JZN3,Kcnj14
Q8K2C9,Hacd3
Q8K4P1,Npb
Q8R2B8,Vmn1r64
Q8R574,Prpsap2
Q8VEJ3,Dkk4
Q8VI63,Mob2
Q91VN0,Lrp5
Q91X78,Erlin1
Q91XC9,Pex16
Q91XQ0,Dnah8
Q91ZM8,Cabp7
Q925B0,Pawr
Q99MR3,Slc12a9
Q9CYN2,Spcs2
Q9D119,Ppp1r27
Q9D2H2,Ak7
Q9D2R0,Aacs
Q9D3L0,Fam174a
Q9D8Z2,Triap1
Q9D9S1,N/A
Q9DB85,Rrp8
Q9DBY1,Syvn1
Q9ERK7,Chrnb2
Q9ERY9,Erg28
Q9JIW9,Ralb
Q9JJ00,Plscr1
Q9JJG0,Tacc2
Q9JM61,Thsd1
Q9QXV8,Spry2
Q9QXY7,Xk
Q9QY31,Snai3
Q9QZI9,Serinc3
Q9Z0G7,Zbtb22
Q9Z100,Cpxm1
Q9Z103,Adnp
Q9Z2D0,Mtmr9
A0A087WSM5,Gm29049
A0A2I3BR05,Gm55960
A0A571BF02,Sptbn5
A2A432,Cul4b
E9PV86,Mctp1
E9PV98,Trim5
E9PW37,Rasal2
E9PW83,Fam184a
E9PXN3,Or52b4
E9Q409,Prss32
F6TZH1,Gm1330
G3X964,2610008E11Rik
G5E8X2,Pabpc4l
J7PCH3,Ifgga5
O08901,Bub1
O54949,Nlk
O70355,Btnl2
O88721,Avpr2
P11714,Cyp2d9
P15307,Rel
P15946,Klk1b11
P15973,Phxr1
P22389,Edn2
P26450,Pik3r1
P26638,Sars1
P32766,Cst8
P48543,Kcnj9
P51174,Acadl
P51863,Atp6v0d1
P54754,Ephb3
P56818,Bace1
P62814,Atp6v1b2
P70210,Tead3
P97305,Nfatc3
P97402,Gcnt2
P97454,Smad5
Q14BB9,Map6d1
Q3U5A2,Muc3a
Q3UHD1,Adgrb1
Q3UTA9,Eif4e1b
Q5SWY7,Fam83g
Q60660,Klra2
Q62226,Shh
Q63912,Omg
Q64302,Tm4sf1
Q6IFZ9,Krt74
Q6P2B1,Tnpo3
Q6P539,Fam222b
Q6ZPY2,Smg5
Q7TN31,Aggf1
Q7TNS2,Micos10
Q7TNV1,Tlcd3b
Q7TRB9,Or8b56
Q7TSE6,Stk38l
Q80U58,Pum2
Q80WE4,Kif20b
Q810P0,Tex13c3
Q810R8,Gm21249
Q811W1,Aard
Q8BG75,Tmem198
Q8BGD4,Slco4c1
Q8BGN9,N/A
Q8BGQ6,Efcab14
Q8BHD8,Pcmtd2
Q8BHN9,Clba1
Q8BJ45,Zfp52
Q8BR63,Fam177a1
Q8BYR2,Lats1
Q8C080,Snx16
Q8R1R4,Il34
Q8R1Y2,Bmerb1
Q8R4U1,Mypop
Q8VD31,Tapbpl
Q8VDT1,Slc5a9
Q8VEB3,Macir
Q8VFR3,Or5d16
Q8VGL6,Or2aj5
Q8VGU8,Or7a37
Q8VIC9,Vmn1r43
Q91VB2,Camk1g
Q91WT4,Dnajc17
Q99MB3,Tm2d1
Q9CRA7,Dmac2l
Q9CXJ4,Abcb8
Q9CXM0,Chodl
Q9CYX7,Rrp15
Q9CZ91,Srfbp1
Q9D5V6,Syap1
Q9D731,Lce1d
Q9D732,Krtap4-7
Q9D9S4,Ctag2
Q9DAU9,Znf654
Q9DCL8,Ppp1r2
Q9EPV7,9530002B09Rik
Q9JII1,Inpp5e
Q9JJN1,Fgf21
Q9JL61,Rfx5
Q9JLM8,Dclk1
Q9WUB4,Dctn6
Q9Z1L3,Dedd
A0A075B5S4,Ighv3-3
A0A075B5T7,Ighv1-7
A0A075B5W3,Ighv1-53
A0A1Y7VJK9,Gm6217
A0A8V5KY98,Gm56924
A0AAA9WW42,Gm5893
A0AAG1GIV0,LOC118568473
A2VDH3,Lrrc38
B1ASD8,Zfp992
B1AVU5,Aadacl4
B1AZI6,Thoc2
D3Z5T1,Ccdc78
D3Z5V4,Fam124a
D3Z7A8,Wdr95
E9Q252,Or52ac1
E9Q5F1,Or6n2
F2Z461,Herc6
J3QMK1,Sgo2b
J3QP49,Gm20795
L7N1Y5,Or11g25
O09167,Rpl21
O35129,Phb2
O88587,Comt
O88736,Hsd17b7
P04938,Mup11
P07147,Tyrp1
P08030,Aprt
P27656,Lipc
P47242,Pax9
P57725,Samsn1
P62700,Ypel5
P70407,Cdh9
P97369,Ncf4
P98203,Arvcf
Q05793,Hspg2
Q14AI0,DSCC1
Q3MI99,Ccbe1
Q3TD49,Sppl2b
Q3TLP5,Echdc2
Q3U0P5,Entpd6
Q3UDW8,Hgsnat
Q3V0X1,Smim9
Q497N6,Cep295nl
Q5DU56,Nlrc3
Q5NCC7,Or2ab1
Q5SRT8,Ccnjl
Q60894,Or9s13
Q62393,Tpd52
Q63836,Selenbp2
Q64362,Aktip
Q64458,Cyp2c29
Q6P1G6,Fam167a
Q6P925,Cypt4
Q7TQN3,Wfikkn2
Q7TR94,Or9g4b
Q7TRR7,Or52s1b
Q80T74,Klhl29
Q80VK6,Arhgef38
Q80XB4,Nrap
Q8BHX0,4933402J07Rik
Q8BLN6,Unc80
Q8BSH2,Olfml1
Q8CCJ9,Phf20l1
Q8CG80,Shf
Q8CIL4,Fsaf1
Q8K0C9,Gmds
Q8K211,Slc31a1
Q8K377,Lrrtm1
Q8K386,Rab15
Q8K3V1,Spata4
Q8K3Y3,Lin28a
Q8R050,Gspt1
Q8R216,Sirt4
Q8R2E9,Ero1b
Q8R2Z3,Slc26a7
Q8R464,Cadm4
Q8VFX5,Or5b99
Q8VGS1,Or8u3
Q8VGV5,Or52n4
Q91WW2,Mrgpra4
Q91X56,S1pr5
Q91Z46,Dusp7
Q91ZB9,Mrgprb5
Q91ZE5,Adgre4
Q99M04,Lias
Q9D4Y3,Rhox2a
Q9DAY6,Yae1d1
Q9DB52,Pabir1
Q9DBD2,Marchf8
Q9EQZ6,Rapgef4
Q9ESW4,Agk
Q9JIY7,Nat8
Q9JKX6,Nudt5
Q9QYJ0,Dnaja2
Q9QYJ3,Dnajb1
Q9QYY9,Adh4
Q9WTX4,Nrg4
Q9Z0Y7,Irs4
Q9Z185,Padi1
Q9Z2B2,Slc25a14
A0A0B4J1F6,Timd6
A0A0G2JFW3,Traj28
A0A1B0GRI2,Gm35315
A0A2I3BPT4,Or7g26
A0A338P719,Gm1043
A2AJ77,Prdm12
A2ANF5,Vcf2
A7TZE6,Skint1
B2RXB2,Hsbp1l1
D3YUE4,Fam151b
D3YVF0,Akap5
E0CYQ0,Kctd17
G5E8X8,Omt2a
J3QMY9,Top6bl
O08717,Inhbe
O35678,Mgll
O88310,Itln1
P05201,Got1
P18155,Mthfd2
P20067,Id1
P25118,Tnfrsf1a
P28311,Defa4
P50405,Sftpb
P52963,Epb41l4a
P58390,Kcnn2
P62746,Rhob
P70298,Cux2
Q05144,Rac2
Q0KK55,Kndc1
Q0P523,Cib3
Q1HCM0,Fgfbp3
Q3UE31,N/A
Q3UGP8,Alg10b
Q3V0J4,Ankrd53
Q5M8N0,Cnrip1
Q5RL79,Krtcap2
Q61468,Msln
Q62178,Sema4a
Q62186,Ssr4
Q64152,Btf3
Q684R7,Frem1
Q6NZA9,Taf9b
Q6P9P6,Kif11
Q6PDG8,Mon1a
Q6PGL7,Washc2
Q6UQ17,Atp8b3
Q7M6Y0,Zfp429
Q80VY2,Inka2
Q80WY3,Nanos1
Q8BGY3,Luzp2
Q8BUH7,Rnf26
Q8BXA7,Phlpp2
Q8C110,Slitrk6
Q8C4U2,Tmem145
Q8CJ40,Crocc
Q8CJC5,Neurl3
Q8K025,Frat2
Q8K268,Abcf3
Q8K2D6,Dctd
Q8K482,Emilin2
Q8K4M5,Commd1
Q8R116,Notum
Q8R3V6,Cuedc1
Q8R5J9,Arl6ip5
Q8VBT2,Sds
Q8VEU2,Or10g6
Q8VF26,Or6c88
Q8VG12,Or4f14d
Q8VGA1,Or52z12
Q8VGE3,Or8a1b
Q8VHG0,Fmo4
Q91WK1,Spryd4
Q91WT7,Akr1c14
Q91XL2,Lnx2
Q925G2,Cybrd1
Q99KI0,Aco2
Q99MI1,Erc1
Q99N91,Mrpl34
Q99NG0,Rad54l2
